nom_prenom,code_nuance
valerie_pecresse,LR
jean_pierre_mercier,EXG
marie_christine_arnautu,RN
cecile_duflot,ECO
alain_dolium,MDM
jean_marc_governatori,ECO
pierre_laurent,FG
axel_de_boer,DIV
jean_paul_huchon,SOC
nicolas_dupont_aignan,DLR
olivier_besancenot,EXG
almamy_kanoute,DIV
