nom_prenom,code_nuance
arthaud_nathalie,EXG
roussel_fabien,COM
macron_emmanuel,ENS
lassalle_jean,REG
le_pen_marine,RN
zemmour_eric,REC
melenchon_jean_luc,LFI
hidalgo_anne,SOC
jadot_yannick,ECO
pecresse_valerie,LR
poutou_philippe,EXG
dupont_aignan_nicolas,DSV
