nom_prenom,code_nuance
dupont_aignan_nicolas,DSV
le_pen_marine,RN
macron_emmanuel,ENS
hamon_benoit,SOC
arthaud_nathalie,EXG
poutou_philippe,EXG
cheminade_jacques,DIV
lassalle_jean,REG
melenchon_jean_luc,LFI
asselineau_francois,DSV
fillon_francois,LR
emmanuel_macron,ENS
marine_le_pen_,RN
marine_le_pen,RN
