nom_prenom,code_nuance
laurent_pierre,FG
bartolone_claude,SOC
asselineau_francois,DSV
cosse_emmanuelle,ECO
horsfall_dawari,DIV
sachs_valerie,DIV
de_smet_sylvain,DIV
bourchada_nizarr,DIV
dupont_aignan_nicolas,DSV
pecresse_valerie,LR
veron_aurelien,DIV
de_saint_just_wallerand,RN
arthaud_nathalie,EXG
