nom_prenom,code_nuance
besancenot_olivier,EXG
buffet_marie_george,COM
schivardi_gerard,EXG
bayrou_francois,MDM
bove_jose,DIV
voynet_dominique,ECO
de_villiers_philippe,DSV
royal_segolene,SOC
nihous_frederic,CPNT
le_pen_jean_marie,RN
laguiller_arlette,EXG
sarkozy_nicolas,LR
